Relatório;;;;;;
Arquivo criado em:2024-02-23 17:33:56;;;;;;
;;;;;;
Informação de dispositivo;;;;;;
Modelo do dispositivo;RC-51H;;Tipo de Sensor;Temperatura & Umidade(Interna);;
Número de série;EL2205000383;;Versão do firmware;V2,2;;
Número da Viagem;;;;;;
Número da Viagem;0000001;;;;;
Número da Viagem;Qualificacao Termica.                                                                              ;;;;;
Config. informação;;;;;;
Modo Iniciar;Início cronometrado;;Intervalo de registro;0:1:0;;
Atraso de início;0H0M;;Repita o início;Habilitar;;
Fuso horário;UTC -03:00;;Modo de parada;Botão + Software;;
Luz;Desabilitar;;O intervalo é encurtado após o limite ser excedido;Desabilitar;;
Mark Time;;;;;;
N/A;;;;;;
;;;;;;
Limiar de Alarme;Atraso de alarme;Duração acima do limite;Tempos acima do limite;Status de Alarme;;
H3:;;;;;;
H2:;;;;;;
H1:30,0°C;0D 0H 0M 0S;3D 8H 24M 0S;22;Alarme;;
Zona Ideal;Ilimitado;0D 0H 0M 0S;;;;
L1:15,0°C;0D 0H 0M 0S;0D 0H 0M 0S;0;Normal;;
L2:;;;;;;
Acima:;;;;;;
Zona Ideal;Ilimitado;;;;;
Abaixo:;;;;;;
Resumo;;;;;;
5295;2024-02-19 10:14:00;31,1;72,7;;;
5296;2024-02-19 10:15:00;31,1;72,6;;;
5297;2024-02-19 10:16:00;31,1;72,6;;;
5298;2024-02-19 10:17:00;31,1;72,5;;;
5299;2024-02-19 10:18:00;31,1;72,4;;;
5300;2024-02-19 10:19:00;31,1;72,5;;;
5301;2024-02-19 10:20:00;31,1;72,3;;;
5302;2024-02-19 10:21:00;31,1;72,2;;;
5303;2024-02-19 10:22:00;31,1;72,2;;;
5809;2024-02-19 18:48:00;31,1;70,3;;;
5810;2024-02-19 18:49:00;31,1;70,3;;;
5812;2024-02-19 18:51:00;31,1;70,4;;;
5813;2024-02-19 18:52:00;31,1;70,4;;;
5814;2024-02-19 18:53:00;31,1;70,4;;;
5815;2024-02-19 18:54:00;31,1;70,5;;;
5816;2024-02-19 18:55:00;31,1;70,4;;;
5817;2024-02-19 18:56:00;31,1;70,4;;;
5818;2024-02-19 18:57:00;31,1;70,5;;;
5819;2024-02-19 18:58:00;31,1;70,5;;;
5820;2024-02-19 18:59:00;31,1;70,5;;;
5821;2024-02-19 19:00:00;31,1;70,5;;;
5822;2024-02-19 19:01:00;31,1;70,5;;;
5823;2024-02-19 19:02:00;31,1;70,6;;;
5824;2024-02-19 19:03:00;31,1;70,7;;;
5825;2024-02-19 19:04:00;31,1;70,7;;;
5826;2024-02-19 19:05:00;31,1;70,7;;;
5827;2024-02-19 19:06:00;31,1;70,8;;;
5828;2024-02-19 19:07:00;31,1;70,8;;;
5829;2024-02-19 19:08:00;31,1;70,8;;;
5830;2024-02-19 19:09:00;31,1;70,9;;;
5831;2024-02-19 19:10:00;31,1;70,9;;;
5832;2024-02-19 19:11:00;31,1;70,9;;;
5833;2024-02-19 19:12:00;31,1;70,9;;;
5834;2024-02-19 19:13:00;31,1;70,9;;;
6691;2024-02-20 09:30:00;31,1;72,4;;;
6692;2024-02-20 09:31:00;31,1;72,4;;;
6693;2024-02-20 09:32:00;31,1;72,3;;;
6694;2024-02-20 09:33:00;31,1;72,4;;;
6695;2024-02-20 09:34:00;31,1;72,3;;;
6696;2024-02-20 09:35:00;31,1;72,2;;;
6697;2024-02-20 09:36:00;31,1;72,2;;;
6698;2024-02-20 09:37:00;31,1;72,2;;;
6699;2024-02-20 09:38:00;31,1;72,1;;;
6700;2024-02-20 09:39:00;31,1;72,1;;;
7396;2024-02-20 21:15:00;31,1;72;;;
7397;2024-02-20 21:16:00;31,1;72;;;
7398;2024-02-20 21:17:00;31,1;72;;;
7399;2024-02-20 21:18:00;31,1;72,1;;;
7400;2024-02-20 21:19:00;31,1;72,1;;;
7401;2024-02-20 21:20:00;31,1;72,1;;;
7403;2024-02-20 21:22:00;31,1;72,1;;;
7404;2024-02-20 21:23:00;31,1;72,1;;;
7405;2024-02-20 21:24:00;31,1;72,2;;;
7406;2024-02-20 21:25:00;31,1;72,2;;;
7407;2024-02-20 21:26:00;31,1;72,2;;;
7408;2024-02-20 21:27:00;31,1;72,2;;;
7409;2024-02-20 21:28:00;31,1;72,3;;;
7410;2024-02-20 21:29:00;31,1;72,3;;;
7411;2024-02-20 21:30:00;31,1;72,3;;;
7434;2024-02-20 21:53:00;31,1;72,3;;;
7437;2024-02-20 21:56:00;31,1;72,4;;;
7440;2024-02-20 21:59:00;31,1;72,2;;;
7441;2024-02-20 22:00:00;31,1;72,2;;;
7443;2024-02-20 22:02:00;31,1;72,2;;;
7445;2024-02-20 22:04:00;31,1;72,1;;;
7446;2024-02-20 22:05:00;31,1;72,1;;;
7447;2024-02-20 22:06:00;31,1;72,1;;;
7450;2024-02-20 22:09:00;31,1;72;;;
7452;2024-02-20 22:11:00;31,1;72;;;
7453;2024-02-20 22:12:00;31,1;72,1;;;
7454;2024-02-20 22:13:00;31,1;72,1;;;
7455;2024-02-20 22:14:00;31,1;72,1;;;
7456;2024-02-20 22:15:00;31,1;72,1;;;
7459;2024-02-20 22:18:00;31,1;72,1;;;
7460;2024-02-20 22:19:00;31,1;72,1;;;
7462;2024-02-20 22:21:00;31,1;72;;;
7464;2024-02-20 22:23:00;31,1;72,1;;;
7468;2024-02-20 22:27:00;31,1;72;;;
7473;2024-02-20 22:32:00;31,1;72;;;
7475;2024-02-20 22:34:00;31,1;72;;;
8228;2024-02-21 11:07:00;31,1;70,9;;;
8232;2024-02-21 11:11:00;31,1;70,9;;;
8233;2024-02-21 11:12:00;31,1;70,9;;;
8234;2024-02-21 11:13:00;31,1;70,8;;;
8235;2024-02-21 11:14:00;31,1;70,8;;;
8236;2024-02-21 11:15:00;31,1;70,7;;;
8237;2024-02-21 11:16:00;31,1;70,7;;;
8238;2024-02-21 11:17:00;31,1;70,7;;;
8239;2024-02-21 11:18:00;31,1;70,6;;;
8240;2024-02-21 11:19:00;31,1;70,6;;;
8244;2024-02-21 11:23:00;31,1;70,6;;;
2582;2024-02-17 13:01:00;31;75;;;
2583;2024-02-17 13:02:00;31;75,1;;;
2585;2024-02-17 13:04:00;31;75;;;
2586;2024-02-17 13:05:00;31;74,9;;;
2588;2024-02-17 13:07:00;31;74,8;;;
2589;2024-02-17 13:08:00;31;74,7;;;
2590;2024-02-17 13:09:00;31;74,8;;;
2594;2024-02-17 13:13:00;31;74,8;;;
2595;2024-02-17 13:14:00;31;74,8;;;
2596;2024-02-17 13:15:00;31;74,8;;;
2597;2024-02-17 13:16:00;31;74,7;;;
2598;2024-02-17 13:17:00;31;74,8;;;
2599;2024-02-17 13:18:00;31;74,7;;;
2600;2024-02-17 13:19:00;31;74,5;;;
2601;2024-02-17 13:20:00;31;74,6;;;
2602;2024-02-17 13:21:00;31;74,5;;;
2603;2024-02-17 13:22:00;31;74,5;;;
2604;2024-02-17 13:23:00;31;74,5;;;
2605;2024-02-17 13:24:00;31;74,4;;;
2606;2024-02-17 13:25:00;31;74,3;;;
2607;2024-02-17 13:26:00;31;74,6;;;
2608;2024-02-17 13:27:00;31;74,5;;;
2609;2024-02-17 13:28:00;31;74,5;;;
2610;2024-02-17 13:29:00;31;74,6;;;
2611;2024-02-17 13:30:00;31;74,5;;;
2612;2024-02-17 13:31:00;31;74,6;;;
2613;2024-02-17 13:32:00;31;74,7;;;
2614;2024-02-17 13:33:00;31;74,5;;;
2615;2024-02-17 13:34:00;31;74,5;;;
2630;2024-02-17 13:49:00;31;74,3;;;
2631;2024-02-17 13:50:00;31;74,2;;;
2632;2024-02-17 13:51:00;31;74,2;;;
2634;2024-02-17 13:53:00;31;74;;;
2636;2024-02-17 13:55:00;31;74,1;;;
2825;2024-02-17 17:04:00;31;74,1;;;
2826;2024-02-17 17:05:00;31;74,1;;;
2827;2024-02-17 17:06:00;31;74,1;;;
2828;2024-02-17 17:07:00;31;74,2;;;
2829;2024-02-17 17:08:00;31;74,2;;;
2830;2024-02-17 17:09:00;31;74,2;;;
2831;2024-02-17 17:10:00;31;74,2;;;
2832;2024-02-17 17:11:00;31;74,2;;;
2833;2024-02-17 17:12:00;31;74,3;;;
2834;2024-02-17 17:13:00;31;74,3;;;
2835;2024-02-17 17:14:00;31;74,3;;;
2836;2024-02-17 17:15:00;31;74,3;;;
2837;2024-02-17 17:16:00;31;74,3;;;
2839;2024-02-17 17:18:00;31;74,4;;;
2841;2024-02-17 17:20:00;31;74,3;;;
2843;2024-02-17 17:22:00;31;74,4;;;
3848;2024-02-18 10:07:00;31;75,6;;;
3855;2024-02-18 10:14:00;31;75,7;;;
3857;2024-02-18 10:16:00;31;75,6;;;
3859;2024-02-18 10:18:00;31;75,4;;;
3860;2024-02-18 10:19:00;31;75,3;;;
3861;2024-02-18 10:20:00;31;75,3;;;
3862;2024-02-18 10:21:00;31;75,4;;;
3863;2024-02-18 10:22:00;31;75,4;;;
3864;2024-02-18 10:23:00;31;75,4;;;
3865;2024-02-18 10:24:00;31;75,4;;;
3866;2024-02-18 10:25:00;31;75,3;;;
3867;2024-02-18 10:26:00;31;75,3;;;
3868;2024-02-18 10:27:00;31;75,3;;;
3869;2024-02-18 10:28:00;31;75,4;;;
3870;2024-02-18 10:29:00;31;75,3;;;
3872;2024-02-18 10:31:00;31;75,4;;;
3873;2024-02-18 10:32:00;31;75,5;;;
3874;2024-02-18 10:33:00;31;75,5;;;
3875;2024-02-18 10:34:00;31;75,4;;;
3876;2024-02-18 10:35:00;31;75,4;;;
3878;2024-02-18 10:37:00;31;75,4;;;
3879;2024-02-18 10:38:00;31;75,5;;;
3880;2024-02-18 10:39:00;31;75,5;;;
4269;2024-02-18 17:08:00;31;74,5;;;
4271;2024-02-18 17:10:00;31;74,6;;;
4273;2024-02-18 17:12:00;31;74,6;;;
4274;2024-02-18 17:13:00;31;74,6;;;
4275;2024-02-18 17:14:00;31;74,6;;;
4276;2024-02-18 17:15:00;31;74,6;;;
4277;2024-02-18 17:16:00;31;74,6;;;
4278;2024-02-18 17:17:00;31;74,7;;;
4279;2024-02-18 17:18:00;31;74,6;;;
4280;2024-02-18 17:19:00;31;74,6;;;
4281;2024-02-18 17:20:00;31;74,6;;;
4282;2024-02-18 17:21:00;31;74,6;;;
4283;2024-02-18 17:22:00;31;74,6;;;
4284;2024-02-18 17:23:00;31;74,6;;;
4285;2024-02-18 17:24:00;31;74,6;;;
4286;2024-02-18 17:25:00;31;74,6;;;
4287;2024-02-18 17:26:00;31;74,6;;;
4288;2024-02-18 17:27:00;31;74,6;;;
4289;2024-02-18 17:28:00;31;74,6;;;
4290;2024-02-18 17:29:00;31;74,6;;;
4291;2024-02-18 17:30:00;31;74,6;;;
4292;2024-02-18 17:31:00;31;74,6;;;
4295;2024-02-18 17:34:00;31;74,7;;;
4298;2024-02-18 17:37:00;31;74,8;;;
5286;2024-02-19 10:05:00;31;73,1;;;
5287;2024-02-19 10:06:00;31;73;;;
5288;2024-02-19 10:07:00;31;73,1;;;
5289;2024-02-19 10:08:00;31;73;;;
5290;2024-02-19 10:09:00;31;72,9;;;
5291;2024-02-19 10:10:00;31;72,8;;;
5292;2024-02-19 10:11:00;31;72,8;;;
5293;2024-02-19 10:12:00;31;72,8;;;
5294;2024-02-19 10:13:00;31;72,7;;;
5835;2024-02-19 19:14:00;31;70,9;;;
5836;2024-02-19 19:15:00;31;70,9;;;
5837;2024-02-19 19:16:00;31;70,9;;;
5838;2024-02-19 19:17:00;31;71;;;
5839;2024-02-19 19:18:00;31;71;;;
5840;2024-02-19 19:19:00;31;71,1;;;
5841;2024-02-19 19:20:00;31;71,1;;;
5842;2024-02-19 19:21:00;31;71,1;;;
5843;2024-02-19 19:22:00;31;71,1;;;
5844;2024-02-19 19:23:00;31;71,1;;;
5845;2024-02-19 19:24:00;31;71,1;;;
5846;2024-02-19 19:25:00;31;71,1;;;
5847;2024-02-19 19:26:00;31;71,1;;;
5848;2024-02-19 19:27:00;31;71,1;;;
5849;2024-02-19 19:28:00;31;71,2;;;
5855;2024-02-19 19:34:00;31;71,3;;;
5863;2024-02-19 19:42:00;31;71,3;;;
5864;2024-02-19 19:43:00;31;71,3;;;
5868;2024-02-19 19:47:00;31;71,3;;;
6679;2024-02-20 09:18:00;31;72,7;;;
6680;2024-02-20 09:19:00;31;72,7;;;
6681;2024-02-20 09:20:00;31;72,7;;;
6682;2024-02-20 09:21:00;31;72,7;;;
6683;2024-02-20 09:22:00;31;72,7;;;
6684;2024-02-20 09:23:00;31;72,6;;;
6685;2024-02-20 09:24:00;31;72,5;;;
6686;2024-02-20 09:25:00;31;72,5;;;
6687;2024-02-20 09:26:00;31;72,5;;;
6688;2024-02-20 09:27:00;31;72,5;;;
6689;2024-02-20 09:28:00;31;72,5;;;
6690;2024-02-20 09:29:00;31;72,4;;;
7412;2024-02-20 21:31:00;31;72,4;;;
7413;2024-02-20 21:32:00;31;72,4;;;
7414;2024-02-20 21:33:00;31;72,4;;;
7415;2024-02-20 21:34:00;31;72,4;;;
7416;2024-02-20 21:35:00;31;72,4;;;
7417;2024-02-20 21:36:00;31;72,4;;;
7418;2024-02-20 21:37:00;31;72,4;;;
7419;2024-02-20 21:38:00;31;72,4;;;
7420;2024-02-20 21:39:00;31;72,4;;;
7421;2024-02-20 21:40:00;31;72,4;;;
7422;2024-02-20 21:41:00;31;72,4;;;
7423;2024-02-20 21:42:00;31;72,4;;;
7424;2024-02-20 21:43:00;31;72,4;;;
7425;2024-02-20 21:44:00;31;72,4;;;
7426;2024-02-20 21:45:00;31;72,5;;;
7427;2024-02-20 21:46:00;31;72,4;;;
7428;2024-02-20 21:47:00;31;72,5;;;
7429;2024-02-20 21:48:00;31;72,5;;;
7430;2024-02-20 21:49:00;31;72,4;;;
7431;2024-02-20 21:50:00;31;72,4;;;
7432;2024-02-20 21:51:00;31;72,4;;;
7433;2024-02-20 21:52:00;31;72,3;;;
7435;2024-02-20 21:54:00;31;72,3;;;
7436;2024-02-20 21:55:00;31;72,2;;;
7438;2024-02-20 21:57:00;31;72,3;;;
7439;2024-02-20 21:58:00;31;72,3;;;
7442;2024-02-20 22:01:00;31;72,2;;;
7444;2024-02-20 22:03:00;31;72,1;;;
7448;2024-02-20 22:07:00;31;72,1;;;
7449;2024-02-20 22:08:00;31;72,1;;;
7451;2024-02-20 22:10:00;31;72;;;
7457;2024-02-20 22:16:00;31;72,1;;;
7458;2024-02-20 22:17:00;31;72,1;;;
7461;2024-02-20 22:20:00;31;72,1;;;
7463;2024-02-20 22:22:00;31;72;;;
7465;2024-02-20 22:24:00;31;72;;;
7466;2024-02-20 22:25:00;31;72;;;
7467;2024-02-20 22:26:00;31;72;;;
7469;2024-02-20 22:28:00;31;72;;;
7470;2024-02-20 22:29:00;31;71,9;;;
7471;2024-02-20 22:30:00;31;72;;;
7472;2024-02-20 22:31:00;31;72;;;
7474;2024-02-20 22:33:00;31;72;;;
7476;2024-02-20 22:35:00;31;72;;;
7477;2024-02-20 22:36:00;31;72;;;
7478;2024-02-20 22:37:00;31;72;;;
7479;2024-02-20 22:38:00;31;71,9;;;
7480;2024-02-20 22:39:00;31;71,9;;;
7481;2024-02-20 22:40:00;31;71,9;;;
7482;2024-02-20 22:41:00;31;71,9;;;
7483;2024-02-20 22:42:00;31;71,9;;;
7484;2024-02-20 22:43:00;31;71,9;;;
7485;2024-02-20 22:44:00;31;72;;;
7486;2024-02-20 22:45:00;31;72;;;
7487;2024-02-20 22:46:00;31;72;;;
7488;2024-02-20 22:47:00;31;72;;;
7489;2024-02-20 22:48:00;31;72;;;
7490;2024-02-20 22:49:00;31;72;;;
7491;2024-02-20 22:50:00;31;72;;;
7492;2024-02-20 22:51:00;31;72;;;
7493;2024-02-20 22:52:00;31;72;;;
7494;2024-02-20 22:53:00;31;72;;;
7495;2024-02-20 22:54:00;31;72;;;
7496;2024-02-20 22:55:00;31;72;;;
7497;2024-02-20 22:56:00;31;72;;;
7498;2024-02-20 22:57:00;31;72;;;
7499;2024-02-20 22:58:00;31;72;;;
7500;2024-02-20 22:59:00;31;71,8;;;
7501;2024-02-20 23:00:00;31;71,7;;;
8221;2024-02-21 11:00:00;31;71,1;;;
8222;2024-02-21 11:01:00;31;71,1;;;
8223;2024-02-21 11:02:00;31;71;;;
8224;2024-02-21 11:03:00;31;70,9;;;
8225;2024-02-21 11:04:00;31;70,9;;;
8226;2024-02-21 11:05:00;31;71;;;
8227;2024-02-21 11:06:00;31;70,9;;;
8229;2024-02-21 11:08:00;31;70,9;;;
8230;2024-02-21 11:09:00;31;70,9;;;
8231;2024-02-21 11:10:00;31;70,8;;;
2555;2024-02-17 12:34:00;30,9;75,6;;;
2556;2024-02-17 12:35:00;30,9;75,8;;;
2557;2024-02-17 12:36:00;30,9;75,6;;;
2558;2024-02-17 12:37:00;30,9;75,1;;;
2559;2024-02-17 12:38:00;30,9;74,8;;;
2560;2024-02-17 12:39:00;30,9;75;;;
2561;2024-02-17 12:40:00;30,9;74,8;;;
2562;2024-02-17 12:41:00;30,9;75;;;
2563;2024-02-17 12:42:00;30,9;75,2;;;
2564;2024-02-17 12:43:00;30,9;75;;;
2565;2024-02-17 12:44:00;30,9;75,1;;;
2566;2024-02-17 12:45:00;30,9;75,4;;;
2567;2024-02-17 12:46:00;30,9;75,1;;;
2568;2024-02-17 12:47:00;30,9;75;;;
2569;2024-02-17 12:48:00;30,9;75;;;
2570;2024-02-17 12:49:00;30,9;75;;;
2571;2024-02-17 12:50:00;30,9;75,2;;;
2572;2024-02-17 12:51:00;30,9;75,1;;;
2573;2024-02-17 12:52:00;30,9;75;;;
2574;2024-02-17 12:53:00;30,9;74,6;;;
2575;2024-02-17 12:54:00;30,9;74,8;;;
2576;2024-02-17 12:55:00;30,9;74,9;;;
2577;2024-02-17 12:56:00;30,9;74,9;;;
2578;2024-02-17 12:57:00;30,9;74,9;;;
2579;2024-02-17 12:58:00;30,9;74,9;;;
2580;2024-02-17 12:59:00;30,9;75;;;
2581;2024-02-17 13:00:00;30,9;75;;;
2584;2024-02-17 13:03:00;30,9;75,1;;;
2587;2024-02-17 13:06:00;30,9;74,8;;;
2591;2024-02-17 13:10:00;30,9;74,7;;;
2592;2024-02-17 13:11:00;30,9;74,7;;;
2593;2024-02-17 13:12:00;30,9;74,8;;;
2838;2024-02-17 17:17:00;30,9;74,2;;;
2840;2024-02-17 17:19:00;30,9;74,3;;;
2842;2024-02-17 17:21:00;30,9;74,3;;;
2844;2024-02-17 17:23:00;30,9;74,4;;;
2845;2024-02-17 17:24:00;30,9;74,4;;;
2846;2024-02-17 17:25:00;30,9;74,4;;;
2847;2024-02-17 17:26:00;30,9;74,4;;;
2848;2024-02-17 17:27:00;30,9;74,3;;;
2849;2024-02-17 17:28:00;30,9;74,3;;;
2850;2024-02-17 17:29:00;30,9;74,4;;;
2851;2024-02-17 17:30:00;30,9;74,4;;;
2852;2024-02-17 17:31:00;30,9;74,4;;;
2853;2024-02-17 17:32:00;30,9;74,4;;;
2854;2024-02-17 17:33:00;30,9;74,4;;;
2855;2024-02-17 17:34:00;30,9;74,4;;;
2856;2024-02-17 17:35:00;30,9;74,5;;;
2857;2024-02-17 17:36:00;30,9;74,5;;;
2858;2024-02-17 17:37:00;30,9;74,4;;;
2859;2024-02-17 17:38:00;30,9;74,4;;;
2860;2024-02-17 17:39:00;30,9;74,4;;;
2861;2024-02-17 17:40:00;30,9;74,5;;;
2862;2024-02-17 17:41:00;30,9;74,5;;;
2863;2024-02-17 17:42:00;30,9;74,6;;;
2865;2024-02-17 17:44:00;30,9;74,6;;;
3830;2024-02-18 09:49:00;30,9;76;;;
3832;2024-02-18 09:51:00;30,9;76;;;
3833;2024-02-18 09:52:00;30,9;75,8;;;
3835;2024-02-18 09:54:00;30,9;75,8;;;
3836;2024-02-18 09:55:00;30,9;75,8;;;
3837;2024-02-18 09:56:00;30,9;75,8;;;
3838;2024-02-18 09:57:00;30,9;75,8;;;
3839;2024-02-18 09:58:00;30,9;75,8;;;
3840;2024-02-18 09:59:00;30,9;75,8;;;
3841;2024-02-18 10:00:00;30,9;75,7;;;
3842;2024-02-18 10:01:00;30,9;75,7;;;
3843;2024-02-18 10:02:00;30,9;75,6;;;
3844;2024-02-18 10:03:00;30,9;75,7;;;
3845;2024-02-18 10:04:00;30,9;75,6;;;
3846;2024-02-18 10:05:00;30,9;75,7;;;
3847;2024-02-18 10:06:00;30,9;75,7;;;
3849;2024-02-18 10:08:00;30,9;75,7;;;
3850;2024-02-18 10:09:00;30,9;75,7;;;
3851;2024-02-18 10:10:00;30,9;75,8;;;
3852;2024-02-18 10:11:00;30,9;75,7;;;
3853;2024-02-18 10:12:00;30,9;75,7;;;
3854;2024-02-18 10:13:00;30,9;75,7;;;
3856;2024-02-18 10:15:00;30,9;75,7;;;
3858;2024-02-18 10:17:00;30,9;75,5;;;
4293;2024-02-18 17:32:00;30,9;74,6;;;
4294;2024-02-18 17:33:00;30,9;74,7;;;
4296;2024-02-18 17:35:00;30,9;74,7;;;
4297;2024-02-18 17:36:00;30,9;74,8;;;
4299;2024-02-18 17:38:00;30,9;74,8;;;
4300;2024-02-18 17:39:00;30,9;74,8;;;
4301;2024-02-18 17:40:00;30,9;74,8;;;
4302;2024-02-18 17:41:00;30,9;74,9;;;
4303;2024-02-18 17:42:00;30,9;74,9;;;
4304;2024-02-18 17:43:00;30,9;74,9;;;
4305;2024-02-18 17:44:00;30,9;74,9;;;
4306;2024-02-18 17:45:00;30,9;74,9;;;
4307;2024-02-18 17:46:00;30,9;75;;;
4308;2024-02-18 17:47:00;30,9;75;;;
4309;2024-02-18 17:48:00;30,9;75,1;;;
4310;2024-02-18 17:49:00;30,9;75,1;;;
4311;2024-02-18 17:50:00;30,9;75,1;;;
4312;2024-02-18 17:51:00;30,9;75,1;;;
4313;2024-02-18 17:52:00;30,9;75,1;;;
4314;2024-02-18 17:53:00;30,9;75,2;;;
4315;2024-02-18 17:54:00;30,9;75,2;;;
4316;2024-02-18 17:55:00;30,9;75,2;;;
4317;2024-02-18 17:56:00;30,9;75,2;;;
4318;2024-02-18 17:57:00;30,9;75,2;;;
4319;2024-02-18 17:58:00;30,9;75,2;;;
4320;2024-02-18 17:59:00;30,9;75,2;;;
4321;2024-02-18 18:00:00;30,9;75,2;;;
4322;2024-02-18 18:01:00;30,9;75,2;;;
4324;2024-02-18 18:03:00;30,9;75,2;;;
4325;2024-02-18 18:04:00;30,9;75,1;;;
4326;2024-02-18 18:05:00;30,9;75,1;;;
4327;2024-02-18 18:06:00;30,9;75,1;;;
4330;2024-02-18 18:09:00;30,9;75;;;
5275;2024-02-19 09:54:00;30,9;73,3;;;
5277;2024-02-19 09:56:00;30,9;73,1;;;
5278;2024-02-19 09:57:00;30,9;73,2;;;
5279;2024-02-19 09:58:00;30,9;73,2;;;
5280;2024-02-19 09:59:00;30,9;73,1;;;
5281;2024-02-19 10:00:00;30,9;73,2;;;
5282;2024-02-19 10:01:00;30,9;73,1;;;
5283;2024-02-19 10:02:00;30,9;73,1;;;
5284;2024-02-19 10:03:00;30,9;73,1;;;
5285;2024-02-19 10:04:00;30,9;73,1;;;
5850;2024-02-19 19:29:00;30,9;71,2;;;
5851;2024-02-19 19:30:00;30,9;71,2;;;
5852;2024-02-19 19:31:00;30,9;71,2;;;
5853;2024-02-19 19:32:00;30,9;71,3;;;
5854;2024-02-19 19:33:00;30,9;71,2;;;
5856;2024-02-19 19:35:00;30,9;71,3;;;
5857;2024-02-19 19:36:00;30,9;71,2;;;
5858;2024-02-19 19:37:00;30,9;71,2;;;
5859;2024-02-19 19:38:00;30,9;71,2;;;
5860;2024-02-19 19:39:00;30,9;71,2;;;
5861;2024-02-19 19:40:00;30,9;71,2;;;
5862;2024-02-19 19:41:00;30,9;71,3;;;
5865;2024-02-19 19:44:00;30,9;71,3;;;
5866;2024-02-19 19:45:00;30,9;71,3;;;
5867;2024-02-19 19:46:00;30,9;71,3;;;
5869;2024-02-19 19:48:00;30,9;71,3;;;
5870;2024-02-19 19:49:00;30,9;71,3;;;
5871;2024-02-19 19:50:00;30,9;71,3;;;
5872;2024-02-19 19:51:00;30,9;71,3;;;
5873;2024-02-19 19:52:00;30,9;71,3;;;
5874;2024-02-19 19:53:00;30,9;71,3;;;
5875;2024-02-19 19:54:00;30,9;71,3;;;
5876;2024-02-19 19:55:00;30,9;71,4;;;
5877;2024-02-19 19:56:00;30,9;71,4;;;
5878;2024-02-19 19:57:00;30,9;71,4;;;
5879;2024-02-19 19:58:00;30,9;71,4;;;
5880;2024-02-19 19:59:00;30,9;71,4;;;
5881;2024-02-19 20:00:00;30,9;71,4;;;
5882;2024-02-19 20:01:00;30,9;71,4;;;
5883;2024-02-19 20:02:00;30,9;71,4;;;
5884;2024-02-19 20:03:00;30,9;71,4;;;
5885;2024-02-19 20:04:00;30,9;71,4;;;
5886;2024-02-19 20:05:00;30,9;71,4;;;
5887;2024-02-19 20:06:00;30,9;71,4;;;
5888;2024-02-19 20:07:00;30,9;71,4;;;
5889;2024-02-19 20:08:00;30,9;71,4;;;
5890;2024-02-19 20:09:00;30,9;71,4;;;
5891;2024-02-19 20:10:00;30,9;71,4;;;
5892;2024-02-19 20:11:00;30,9;71,4;;;
5893;2024-02-19 20:12:00;30,9;71,5;;;
5894;2024-02-19 20:13:00;30,9;71,5;;;
5895;2024-02-19 20:14:00;30,9;71,5;;;
5896;2024-02-19 20:15:00;30,9;71,5;;;
5897;2024-02-19 20:16:00;30,9;71,5;;;
5898;2024-02-19 20:17:00;30,9;71,5;;;
5899;2024-02-19 20:18:00;30,9;71,5;;;
5900;2024-02-19 20:19:00;30,9;71,6;;;
5901;2024-02-19 20:20:00;30,9;71,6;;;
5902;2024-02-19 20:21:00;30,9;71,5;;;
5903;2024-02-19 20:22:00;30,9;71,5;;;
5907;2024-02-19 20:26:00;30,9;71,5;;;
6662;2024-02-20 09:01:00;30,9;73;;;
6664;2024-02-20 09:03:00;30,9;73;;;
6665;2024-02-20 09:04:00;30,9;72,9;;;
6666;2024-02-20 09:05:00;30,9;72,9;;;
6667;2024-02-20 09:06:00;30,9;72,9;;;
6668;2024-02-20 09:07:00;30,9;72,9;;;
6669;2024-02-20 09:08:00;30,9;72,9;;;
6670;2024-02-20 09:09:00;30,9;72,9;;;
6671;2024-02-20 09:10:00;30,9;72,9;;;
6672;2024-02-20 09:11:00;30,9;72,8;;;
6673;2024-02-20 09:12:00;30,9;72,8;;;
6674;2024-02-20 09:13:00;30,9;72,8;;;
6675;2024-02-20 09:14:00;30,9;72,8;;;
6676;2024-02-20 09:15:00;30,9;72,8;;;
6677;2024-02-20 09:16:00;30,9;72,7;;;
6678;2024-02-20 09:17:00;30,9;72,7;;;
7502;2024-02-20 23:01:00;30,9;71,5;;;
7503;2024-02-20 23:02:00;30,9;71,2;;;
7504;2024-02-20 23:03:00;30,9;71,3;;;
7505;2024-02-20 23:04:00;30,9;71,3;;;
7506;2024-02-20 23:05:00;30,9;71,3;;;
7507;2024-02-20 23:06:00;30,9;71,2;;;
7508;2024-02-20 23:07:00;30,9;71,2;;;
7509;2024-02-20 23:08:00;30,9;71,2;;;
7510;2024-02-20 23:09:00;30,9;71,2;;;
7511;2024-02-20 23:10:00;30,9;71,2;;;
7512;2024-02-20 23:11:00;30,9;71,1;;;
7515;2024-02-20 23:14:00;30,9;71;;;
8208;2024-02-21 10:47:00;30,9;71,8;;;
8209;2024-02-21 10:48:00;30,9;71,9;;;
8210;2024-02-21 10:49:00;30,9;71,8;;;
8211;2024-02-21 10:50:00;30,9;71,8;;;
8212;2024-02-21 10:51:00;30,9;71,7;;;
8213;2024-02-21 10:52:00;30,9;71,7;;;
8214;2024-02-21 10:53:00;30,9;71,6;;;
